did,Dataset,domain,Classifier,acc_mean,acc_stddev,train_time,test_time,acc_fold1,acc_fold2,acc_fold3,acc_fold4,acc_fold5
1163,AP_Lung_Kidney,biology,SVM,0.9612054612054612,0.0139232373215743,7.184738636016846,1.0428264141082764,0.935897435897436,0.974025974025974,0.961038961038961,0.961038961038961,0.974025974025974
1163,AP_Lung_Kidney,biology,KNN,0.9457542457542456,0.0356625167085684,3.197270393371582,0.4881765842437744,0.8846153846153846,0.935064935064935,0.948051948051948,0.974025974025974,0.987012987012987
1163,AP_Lung_Kidney,biology,MLP,0.974125874125874,0.0141364818791678,55.68098330497742,0.387671947479248,0.9615384615384616,1.0,0.974025974025974,0.974025974025974,0.961038961038961
1129,AP_Uterus_Kidney,biology,SVM,0.966097060833903,0.0227547770400526,5.742695093154907,0.8147749900817871,1.0,0.974025974025974,0.935064935064935,0.974025974025974,0.9473684210526316
1129,AP_Uterus_Kidney,biology,KNN,0.9661312371838688,0.0104427625537614,2.8616528511047363,0.3788561820983886,0.987012987012987,0.961038961038961,0.961038961038961,0.961038961038961,0.9605263157894736
1129,AP_Uterus_Kidney,biology,MLP,0.9765208475734792,0.015251844743251,62.81957459449768,0.3458683490753174,1.0,0.987012987012987,0.961038961038961,0.974025974025974,0.9605263157894736
1147,AP_Omentum_Kidney,biology,SVM,0.9673397717295874,0.0111014609740338,5.466465473175049,0.7460348606109619,0.9558823529411764,0.9852941176470588,0.9701492537313432,0.9701492537313432,0.9552238805970148
1147,AP_Omentum_Kidney,biology,KNN,0.973222124670764,0.0197882838798676,2.760217905044556,0.4118373394012451,0.9705882352941176,1.0,0.9402985074626866,0.9850746268656716,0.9701492537313432
1147,AP_Omentum_Kidney,biology,MLP,0.9702809482001756,0.0095104117037205,52.12865805625916,0.3122298717498779,0.9852941176470588,0.9705882352941176,0.9552238805970148,0.9701492537313432,0.9701492537313432
1144,AP_Prostate_Kidney,biology,SVM,0.9818181818181818,0.014845392380504,4.624762296676636,0.5846760272979736,0.9545454545454546,0.9848484848484848,0.9848484848484848,0.9848484848484848,1.0
