target_scenario,feature_set,fold,n_test,accuracy,f1_macro,f1_weighted,mean_regret,median_regret,p90_regret,mean_normalized_regret,zero_regret_rate,within_1pp_rate,within_5pp_rate
heavy3_same107,context_full_shuffled,4,21,0.7142857142857143,0.6559290382819795,0.7004801920768307,0.0189849106957594,0.0,0.03658615419748079,0.021761527997148054,0.7142857142857143,0.8571428571428571,0.9523809523809523
heavy3_same107,context_full_shuffled,5,21,0.42857142857142855,0.32941176470588235,0.3955182072829132,0.04566133449101938,0.0005460336218672257,0.1455782312925169,0.05483569885388952,0.42857142857142855,0.6190476190476191,0.7142857142857143
all6_same107,stats_only,1,22,0.36363636363636365,0.21917211328976036,0.30005941770647654,0.013662491127512057,0.00032718889544069985,0.04032883782883772,0.017836599975857008,0.45454545454545453,0.6363636363636364,0.9545454545454546
all6_same107,stats_only,2,22,0.36363636363636365,0.22251082251082252,0.3206611570247934,0.023519910298283087,0.004303132967427847,0.07220271699117708,0.02918621874372488,0.4090909090909091,0.6363636363636364,0.7727272727272727
all6_same107,stats_only,3,21,0.47619047619047616,0.3071095571095571,0.4388944388944389,0.010964326374378105,0.0,0.052414632188087285,0.014422164927838443,0.5238095238095238,0.8571428571428571,0.8571428571428571
all6_same107,stats_only,4,21,0.47619047619047616,0.4146825396825397,0.39455782312925164,0.008023648358543623,0.0,0.016767086927670816,0.008740213816033647,0.5238095238095238,0.7142857142857143,0.9523809523809523
all6_same107,stats_only,5,21,0.42857142857142855,0.24801587301587302,0.3860544217687075,0.038705560166704955,0.006474490963166435,0.1354497167971047,0.05144934681814363,0.42857142857142855,0.5714285714285714,0.8095238095238095
all6_same107,domain_label_score,1,22,0.3181818181818182,0.20643939393939395,0.27582644628099173,0.009459814537034268,0.0008384259629724,0.03817694482568426,0.012645012451264915,0.4090909090909091,0.7272727272727273,1.0
all6_same107,domain_label_score,2,22,0.45454545454545453,0.27824074074074073,0.38876262626262625,0.01854216732226545,2.1949078138627787e-05,0.05340298097837599,0.02209477253986081,0.5,0.6818181818181818,0.8181818181818182
all6_same107,domain_label_score,3,21,0.47619047619047616,0.3071095571095571,0.4388944388944389,0.010964326374378105,0.0,0.052414632188087285,0.014422164927838443,0.5238095238095238,0.8571428571428571,0.8571428571428571
all6_same107,domain_label_score,4,21,0.42857142857142855,0.25396825396825395,0.3446712018140589,0.005215581354717182,1.668056713932664e-05,0.012765957446808751,0.005504702575691046,0.47619047619047616,0.7619047619047619,1.0
all6_same107,domain_label_score,5,21,0.42857142857142855,0.24338624338624337,0.37944066515495084,0.03496274496386699,0.0014554965632900263,0.1354497167971047,0.047023668343961905,0.42857142857142855,0.6190476190476191,0.8571428571428571
all6_same107,semantic_tags_fixed_vocab,1,22,0.36363636363636365,0.2272727272727273,0.30082644628099175,0.009507756795697868,0.00032718889544069985,0.03817694482568426,0.012807017454356405,0.45454545454545453,0.7272727272727273,1.0
all6_same107,semantic_tags_fixed_vocab,2,22,0.36363636363636365,0.2341269841269841,0.3333333333333333,0.023977395827091408,0.004049844479004638,0.07220271699117708,0.02963885701178589,0.4090909090909091,0.5909090909090909,0.7727272727272727
all6_same107,semantic_tags_fixed_vocab,3,21,0.38095238095238093,0.24166666666666667,0.3523809523809524,0.014032781096410337,0.002388861807809617,0.052414632188087285,0.017839804145006116,0.42857142857142855,0.7142857142857143,0.8571428571428571
all6_same107,semantic_tags_fixed_vocab,4,21,0.38095238095238093,0.2175925925925926,0.3015873015873016,0.01256828962307661,0.0014080164439876919,0.034730444253166404,0.01463912254666768,0.42857142857142855,0.6666666666666666,0.9047619047619048
all6_same107,semantic_tags_fixed_vocab,5,21,0.47619047619047616,0.2888888888888889,0.44444444444444436,0.03627909503259365,0.00018181818181794984,0.1354497167971047,0.048829467402864,0.47619047619047616,0.6190476190476191,0.8095238095238095
all6_same107,context_full,1,22,0.3181818181818182,0.20279720279720279,0.2657342657342658,0.008058594544905174,0.0008384259629724,0.031390574092798496,0.011341667727906362,0.4090909090909091,0.7727272727272727,1.0
all6_same107,context_full,2,22,0.4090909090909091,0.24861111111111112,0.35643939393939394,0.02245793741453075,0.0033719490781386474,0.06430588457059425,0.026649446634284476,0.45454545454545453,0.5909090909090909,0.7727272727272727
all6_same107,context_full,3,21,0.38095238095238093,0.23650793650793647,0.3464852607709751,0.01277855262906711,0.002388861807809617,0.052414632188087285,0.01636689257776097,0.42857142857142855,0.7619047619047619,0.8571428571428571
all6_same107,context_full,4,21,0.42857142857142855,0.24216791979949873,0.3369137128535625,0.008090696760638274,1.668056713932664e-05,0.016767086927670816,0.00880954523845128,0.47619047619047616,0.7142857142857143,0.9523809523809523
all6_same107,context_full,5,21,0.47619047619047616,0.2804232804232804,0.43235071806500375,0.035639062113655404,0.0014554965632900263,0.11455448004485602,0.04818716880933185,0.47619047619047616,0.6190476190476191,0.8095238095238095
all6_same107,domain_label_score_shuffled,1,22,0.36363636363636365,0.2240740740740741,0.303030303030303,0.011379332519052248,0.00032718889544069985,0.039731303179579174,0.014707288460133605,0.45454545454545453,0.6818181818181818,1.0
all6_same107,domain_label_score_shuffled,2,22,0.4090909090909091,0.28044733044733045,0.3786698150334514,0.02522299951078131,0.0009750820455664555,0.07220271699117708,0.031041477059194876,0.45454545454545453,0.5909090909090909,0.7272727272727273
all6_same107,domain_label_score_shuffled,3,21,0.5238095238095238,0.3757936507936508,0.5111111111111111,0.022863043950221203,0.0,0.07022871314411683,0.03928398369566772,0.5714285714285714,0.8095238095238095,0.8571428571428571
