seed,config,n_observations,n_unique_datasets,regret_coverage,hit_best_rate,mean_regret,median_regret,p90_regret,zero_regret_rate,within_1pp_rate,chosen_accuracy_mean,oracle_accuracy_mean,domain
128,real_domain_rank,143.0,143.0,0.972027972027972,0.4755244755244755,0.019835850622468405,0.0,0.0561,0.5035971223021583,0.6546762589928058,0.7970943063220471,0.8169301569445153,biology
128,real_domain_rank,40.0,40.0,1.0,0.4,0.031086433383309638,0.0007827118717716464,0.10222650510008462,0.45,0.675,0.8080934751447864,0.839179908528096,education
128,real_domain_rank,60.0,60.0,1.0,0.6,0.022443063948949467,0.0,0.06285199999999999,0.6166666666666667,0.7833333333333333,0.7117606325282344,0.734203696477184,finance
128,real_domain_rank,48.0,48.0,0.9791666666666666,0.2916666666666667,0.020300670177319936,0.010163934426229426,0.04063143445435823,0.3404255319148936,0.48936170212765956,0.7919458455497022,0.8122465157270219,health
128,real_domain_rank,35.0,35.0,0.9714285714285714,0.4857142857142857,0.018539640219202614,0.0,0.08027096861471864,0.5588235294117647,0.7058823529411765,0.8505141760630066,0.8690538162822092,image
128,real_domain_rank,164.0,164.0,1.0,0.35365853658536583,0.031328474716029,0.005326923076922896,0.07953126283318539,0.38414634146341464,0.5548780487804879,0.8196101148586525,0.8509385895746817,other
128,real_domain_rank,16.0,16.0,1.0,0.375,0.026568060906292098,0.01007907476277331,0.08837562221489853,0.4375,0.5,0.8448349327434355,0.8714029936497274,sensor_signal
128,real_domain_rank,26.0,26.0,0.9615384615384616,0.4230769230769231,0.010375900505718327,0.0024999999999999467,0.041680975475337625,0.48,0.76,0.7515395005472931,0.7619154010530115,social
128,real_domain_rank,15.0,15.0,1.0,0.4,0.026910770139179394,0.0009259259259256636,0.10985517058269084,0.4666666666666667,0.6,0.7727204630495639,0.7996312331887431,text
256,baseline_stats,143.0,143.0,0.986013986013986,0.5034965034965035,0.021987580965849372,0.0,0.056499999999999995,0.5177304964539007,0.6879432624113475,0.7914615874502978,0.8134491684161471,biology
256,baseline_stats,40.0,40.0,1.0,0.425,0.026839853596814307,0.0004410570074616649,0.06871384751387037,0.475,0.675,0.8123400549312816,0.839179908528096,education
256,baseline_stats,60.0,60.0,1.0,0.6,0.018522018843956465,0.0,0.04847700039984012,0.6166666666666667,0.7333333333333333,0.7156816776332274,0.734203696477184,finance
256,baseline_stats,48.0,48.0,1.0,0.25,0.02466196717190343,0.013393182206569598,0.059486947087180234,0.2708333333333333,0.4166666666666667,0.791414380131067,0.8160763473029705,health
256,baseline_stats,35.0,35.0,0.9714285714285714,0.37142857142857144,0.01988428760535991,0.0018422070686609088,0.050889901888153,0.4411764705882353,0.6470588235294118,0.8491695286768493,0.8690538162822091,image
256,baseline_stats,164.0,164.0,1.0,0.3353658536585366,0.028476429832803074,0.006847885534491477,0.08779036434808801,0.3780487804878049,0.5670731707317073,0.8224621597418784,0.8509385895746814,other
256,baseline_stats,16.0,16.0,1.0,0.3125,0.021481674098024667,0.007442722371967747,0.05178796994299317,0.3125,0.625,0.8499213195517028,0.8714029936497275,sensor_signal
256,baseline_stats,26.0,26.0,1.0,0.34615384615384615,0.017536049134939072,0.00827482442706623,0.057401139520329825,0.34615384615384615,0.5769230769230769,0.7485784353454602,0.7661144844803993,social
256,baseline_stats,15.0,15.0,1.0,0.4,0.02372859936703163,0.00042283298097256505,0.07621710812708588,0.4666666666666667,0.6,0.7759026338217115,0.7996312331887431,text
256,real_domain_rank,143.0,143.0,0.986013986013986,0.48951048951048953,0.019845027036481593,0.0,0.055999999999999994,0.524822695035461,0.7021276595744681,0.7921670127281808,0.8120120397646623,biology
256,real_domain_rank,40.0,40.0,1.0,0.3,0.03315557378685524,0.004106419895893554,0.08927462762483326,0.35,0.6,0.8060243347412408,0.839179908528096,education
256,real_domain_rank,60.0,60.0,1.0,0.7,0.013342669962153565,0.0,0.03185574306434894,0.7166666666666667,0.8333333333333334,0.7208610265150305,0.734203696477184,finance
256,real_domain_rank,48.0,48.0,1.0,0.25,0.025276951070836714,0.012044817927170937,0.059486947087180234,0.2708333333333333,0.4375,0.7907993962321337,0.8160763473029705,health
256,real_domain_rank,35.0,35.0,0.9714285714285714,0.42857142857142855,0.019164888831777367,9.090909090897492e-05,0.050889901888153,0.5,0.6764705882352942,0.8498889274504318,0.8690538162822091,image
256,real_domain_rank,164.0,164.0,1.0,0.36585365853658536,0.02762342285061526,0.0043835323326475994,0.08779036434808801,0.4024390243902439,0.573170731707317,0.8233151667240663,0.8509385895746814,other
256,real_domain_rank,16.0,16.0,1.0,0.375,0.025030583697483528,0.007494540753712087,0.0812879699429932,0.375,0.625,0.846372409952244,0.8714029936497275,sensor_signal
256,real_domain_rank,26.0,26.0,0.9615384615384616,0.34615384615384615,0.013980987369419868,0.004481897394694401,0.053441367424395855,0.4,0.68,0.7479344136835914,0.7619154010530115,social
256,real_domain_rank,15.0,15.0,1.0,0.3333333333333333,0.020191976829522347,0.0009259259259256636,0.0656999671484064,0.4,0.6,0.7794392563592207,0.7996312331887431,text
271,baseline_stats,143.0,143.0,0.986013986013986,0.48951048951048953,0.022192101601177187,0.0,0.05708050816371946,0.524822695035461,0.6666666666666666,0.7903179620748657,0.812510063676043,biology
271,baseline_stats,40.0,40.0,1.0,0.325,0.03349760548628529,0.0020000000000000018,0.14585000000000004,0.375,0.65,0.8056823030418107,0.839179908528096,education
271,baseline_stats,60.0,60.0,1.0,0.6166666666666667,0.014060476642406589,0.0,0.03409091213037522,0.6333333333333333,0.7833333333333333,0.7201432198347771,0.734203696477184,finance
271,baseline_stats,48.0,48.0,0.9791666666666666,0.2916666666666667,0.019315287836287012,0.010163934426229426,0.031242208857299024,0.3191489361702128,0.48936170212765956,0.7941414072816404,0.8134566951179275,health
271,baseline_stats,35.0,35.0,0.9714285714285714,0.37142857142857144,0.020594939209711702,0.0008819441650543269,0.07301528920825173,0.4411764705882353,0.6176470588235294,0.8484588770724973,0.8690538162822091,image
271,baseline_stats,164.0,164.0,1.0,0.3048780487804878,0.025663758465714576,0.006494199312991167,0.0837801450452892,0.35365853658536583,0.5670731707317073,0.8252748311089669,0.8509385895746815,other
271,baseline_stats,16.0,16.0,1.0,0.5,0.016253890593187773,0.0,0.04345616275420239,0.5625,0.75,0.8551491030565397,0.8714029936497275,sensor_signal
271,baseline_stats,26.0,26.0,0.9615384615384616,0.34615384615384615,0.02082942888628137,0.004481897394694401,0.06393474168604195,0.4,0.64,0.7410859721667299,0.7619154010530115,social
271,baseline_stats,15.0,15.0,1.0,0.4666666666666667,0.029379815619648173,0.00042283298097256505,0.10985517058269084,0.4666666666666667,0.6,0.7702514175690948,0.7996312331887431,text
271,real_domain_rank,143.0,143.0,0.993006993006993,0.4755244755244755,0.022992236181629315,0.0,0.05702245734734751,0.5070422535211268,0.6549295774647887,0.7885075453558499,0.8114997815374793,biology
271,real_domain_rank,40.0,40.0,1.0,0.35,0.03346235113191611,0.0020000000000000018,0.14585000000000004,0.4,0.65,0.8057175573961798,0.839179908528096,education
271,real_domain_rank,60.0,60.0,1.0,0.6166666666666667,0.012859848221898933,0.0,0.03185574306434894,0.6333333333333333,0.8166666666666667,0.721343848255285,0.734203696477184,finance
271,real_domain_rank,48.0,48.0,1.0,0.25,0.02205903716953701,0.011016495948002802,0.058570668017412626,0.2916666666666667,0.4583333333333333,0.7940173101334335,0.8160763473029705,health
271,real_domain_rank,35.0,35.0,0.9714285714285714,0.37142857142857144,0.020594939209711702,0.0008819441650543269,0.07301528920825173,0.4411764705882353,0.6176470588235294,0.8484588770724973,0.8690538162822091,image
271,real_domain_rank,164.0,164.0,1.0,0.3170731707317073,0.024319636948694948,0.00492765277144297,0.06283121597096193,0.3597560975609756,0.5548780487804879,0.8266189526259866,0.8509385895746815,other
271,real_domain_rank,16.0,16.0,1.0,0.4375,0.02168020862390958,0.003692722371967716,0.06883380304199693,0.5,0.625,0.849722785025818,0.8714029936497275,sensor_signal
271,real_domain_rank,26.0,26.0,0.9615384615384616,0.34615384615384615,0.017837163537297265,0.004481897394694401,0.058399999999999966,0.4,0.6,0.7440782375157141,0.7619154010530115,social
271,real_domain_rank,15.0,15.0,1.0,0.4,0.030269005026931296,0.0009259259259256636,0.10985517058269084,0.4,0.5333333333333333,0.7693622281618119,0.7996312331887431,text
314,baseline_stats,143.0,143.0,0.986013986013986,0.45454545454545453,0.02193203597799753,0.0006472491909383926,0.05708050816371946,0.475177304964539,0.6595744680851063,0.7899950179213461,0.8119270538993434,biology
314,baseline_stats,40.0,40.0,1.0,0.325,0.031206115811155587,0.0020000000000000018,0.08927462762483326,0.375,0.65,0.8079737927169404,0.839179908528096,education
314,baseline_stats,60.0,60.0,1.0,0.43333333333333335,0.04405717853507569,0.0031350655059881327,0.15980832857957805,0.45,0.5833333333333334,0.6901465179421084,0.734203696477184,finance
314,baseline_stats,48.0,48.0,0.9791666666666666,0.375,0.014676737454064975,0.0073149741824440895,0.029064910477189218,0.425531914893617,0.5319148936170213,0.7987799576638624,0.8134566951179273,health
314,baseline_stats,35.0,35.0,0.9714285714285714,0.42857142857142855,0.021320689724707038,0.0011646341463414367,0.08217914010421212,0.47058823529411764,0.6764705882352942,0.8477331265575019,0.8690538162822091,image
314,baseline_stats,164.0,164.0,1.0,0.3475609756097561,0.031642980787970405,0.00623481781376517,0.08833182776272216,0.3719512195121951,0.5548780487804879,0.8192956087867111,0.8509385895746815,other
314,baseline_stats,16.0,16.0,1.0,0.4375,0.017763903105418487,0.0011605415860734825,0.04591375704944001,0.5,0.75,0.853639090544309,0.8714029936497275,sensor_signal
314,baseline_stats,26.0,26.0,1.0,0.34615384615384615,0.019138368509289884,0.007409090909090865,0.06417819172481501,0.34615384615384615,0.5769230769230769,0.7469761159711094,0.7661144844803993,social
314,baseline_stats,15.0,15.0,1.0,0.4,0.01881512008387598,0.00042283298097256505,0.06435663660617205,0.4666666666666667,0.6666666666666666,0.7808161131048671,0.7996312331887432,text
314,real_domain_rank,143.0,143.0,0.986013986013986,0.4825174825174825,0.01858154822920563,0.0,0.05434737208492857,0.5177304964539007,0.6879432624113475,0.7932371569961351,0.8118187052253406,biology
314,real_domain_rank,40.0,40.0,1.0,0.325,0.0329541513400919,0.0020000000000000018,0.08927462762483326,0.375,0.625,0.806225757188004,0.839179908528096,education
314,real_domain_rank,60.0,60.0,1.0,0.6,0.02406319308940175,0.0,0.09105364741641342,0.6166666666666667,0.7666666666666667,0.7101405033877822,0.734203696477184,finance
314,real_domain_rank,48.0,48.0,1.0,0.3541666666666667,0.01411319202147103,0.007294364163972646,0.030410577907311186,0.3958333333333333,0.5208333333333334,0.8019631552814994,0.8160763473029706,health
314,real_domain_rank,35.0,35.0,0.9714285714285714,0.45714285714285713,0.022963964495003184,0.0011646341463414367,0.0953229166666667,0.47058823529411764,0.6470588235294118,0.8460898517872059,0.8690538162822091,image
314,real_domain_rank,164.0,164.0,1.0,0.32926829268292684,0.0327001892824428,0.00775567260396981,0.08863396567299002,0.3719512195121951,0.5304878048780488,0.8182384002922388,0.8509385895746815,other
314,real_domain_rank,16.0,16.0,1.0,0.375,0.019744343498306737,0.007494540753712087,0.04591375704944001,0.4375,0.625,0.8516586501514207,0.8714029936497275,sensor_signal
314,real_domain_rank,26.0,26.0,1.0,0.4230769230769231,0.014542393301284741,0.0034909486973471737,0.05285113952032988,0.46153846153846156,0.6153846153846154,0.7515720911791146,0.7661144844803993,social
314,real_domain_rank,15.0,15.0,1.0,0.3333333333333333,0.02273673904990446,0.003564384333614834,0.07300565561198968,0.3333333333333333,0.5333333333333333,0.7768944941388386,0.7996312331887432,text
500,baseline_stats,143.0,143.0,0.993006993006993,0.46853146853146854,0.02061662108205818,0.0003455736736078241,0.05645,0.4859154929577465,0.6830985915492958,0.7923101684825996,0.8129267895646578,biology
500,baseline_stats,40.0,40.0,1.0,0.375,0.032149196162909933,0.0020633007381803403,0.08927462762483326,0.4,0.625,0.8070307123651862,0.839179908528096,education
500,baseline_stats,60.0,60.0,1.0,0.5666666666666667,0.026413309443755233,0.0,0.09801177411614155,0.5833333333333334,0.7333333333333333,0.7077903870334287,0.734203696477184,finance
500,baseline_stats,48.0,48.0,0.9791666666666666,0.3541666666666667,0.020195337305924353,0.007692307692307665,0.05895955253450378,0.3829787234042553,0.5319148936170213,0.793261357812003,0.8134566951179272,health
500,baseline_stats,35.0,35.0,0.9714285714285714,0.4,0.03914887367369793,0.0010055432372503836,0.10174595468372491,0.47058823529411764,0.6470588235294118,0.8299049426085112,0.8690538162822091,image
500,baseline_stats,164.0,164.0,1.0,0.32926829268292684,0.0322388708546078,0.004488805970149112,0.08833182776272216,0.3780487804878049,0.5853658536585366,0.8186997187200737,0.8509385895746814,other
500,baseline_stats,16.0,16.0,1.0,0.4375,0.02297214929260857,0.0011605415860734825,0.0812879699429932,0.5,0.6875,0.8484308443571189,0.8714029936497275,sensor_signal
500,baseline_stats,26.0,26.0,0.9230769230769231,0.23076923076923078,0.02449431703870519,0.009524824427066203,0.07147151556902721,0.25,0.5416666666666666,0.7352350456554696,0.7597293626941747,social
500,baseline_stats,15.0,15.0,1.0,0.4666666666666667,0.017487972607424414,0.0,0.06435663660617205,0.5333333333333333,0.7333333333333333,0.7821432605813187,0.7996312331887431,text
500,real_domain_rank,143.0,143.0,0.986013986013986,0.48951048951048953,0.018634413651063407,0.0,0.05400000000000005,0.5177304964539007,0.6950354609929078,0.7937673013509765,0.8124017150020398,biology
500,real_domain_rank,40.0,40.0,1.0,0.4,0.035912221458328945,0.0007827118717716464,0.17939999999999998,0.45,0.65,0.803267687069767,0.839179908528096,education
500,real_domain_rank,60.0,60.0,1.0,0.6166666666666667,0.017707706314143156,0.0,0.027578000000000064,0.6333333333333333,0.7833333333333333,0.7164959901630408,0.734203696477184,finance
500,real_domain_rank,48.0,48.0,1.0,0.2916666666666667,0.016724771187208134,0.009570439011895138,0.040483909288084804,0.3125,0.5,0.7993515761157622,0.8160763473029706,health
500,real_domain_rank,35.0,35.0,0.9714285714285714,0.4,0.03557340899894373,0.0010925700894018897,0.08217914010421212,0.4411764705882353,0.6470588235294118,0.8334804072832656,0.8690538162822091,image
500,real_domain_rank,164.0,164.0,1.0,0.3353658536585366,0.03500075816317036,0.007644282120361862,0.08421913875598097,0.36585365853658536,0.5365853658536586,0.8159378314115111,0.8509385895746814,other
500,real_domain_rank,16.0,16.0,1.0,0.5,0.016385872783336027,0.0,0.039009590148443796,0.5625,0.6875,0.8550171208663915,0.8714029936497275,sensor_signal
500,real_domain_rank,26.0,26.0,0.9615384615384616,0.38461538461538464,0.01874797893153876,0.006818181818181834,0.053441367424395855,0.4,0.56,0.7431674221214728,0.7619154010530115,social
500,real_domain_rank,15.0,15.0,1.0,0.4,0.018147394066282362,0.00042283298097256505,0.06297802891562101,0.4666666666666667,0.6666666666666666,0.7814838391224607,0.7996312331887431,text
640,baseline_stats,143.0,143.0,0.9790209790209791,0.46153846153846156,0.021036647694171778,3.0289361708291107e-05,0.058091009174858266,0.4928571428571429,0.65,0.7943591708758814,0.8153958185700532,biology
640,baseline_stats,40.0,40.0,1.0,0.3,0.032655037307593525,0.0020000000000000018,0.08176922221942776,0.35,0.6,0.8065248712205024,0.8391799085280958,education
640,baseline_stats,60.0,60.0,1.0,0.7166666666666667,0.015865049804812546,0.0,0.04333649056603775,0.7333333333333333,0.8166666666666667,0.7183386466723714,0.734203696477184,finance
640,baseline_stats,48.0,48.0,0.9791666666666666,0.22916666666666666,0.02863197567455134,0.013928571428571512,0.07396624560924762,0.2765957446808511,0.40425531914893614,0.7848247194433761,0.8134566951179272,health
640,baseline_stats,35.0,35.0,0.9714285714285714,0.45714285714285713,0.020475100629652868,9.090909090897492e-05,0.0784898911353033,0.5,0.6764705882352942,0.8485787156525562,0.8690538162822092,image
640,baseline_stats,164.0,164.0,1.0,0.34146341463414637,0.028169323462115675,0.004296198909486626,0.08726341463414641,0.3902439024390244,0.6036585365853658,0.8227692661125658,0.8509385895746817,other
640,baseline_stats,16.0,16.0,1.0,0.3125,0.02556962248851322,0.008018678106374133,0.0812879699429932,0.375,0.5625,0.8458333711612143,0.8714029936497275,sensor_signal
640,baseline_stats,26.0,26.0,1.0,0.34615384615384615,0.014106518243621859,0.006240948697347148,0.04670061118089602,0.34615384615384615,0.6153846153846154,0.7520079662367775,0.7661144844803993,social
640,baseline_stats,15.0,15.0,1.0,0.4666666666666667,0.018377162014707536,0.00042283298097256505,0.06435663660617205,0.4666666666666667,0.6666666666666666,0.7812540711740357,0.7996312331887431,text
640,real_domain_rank,143.0,143.0,0.993006993006993,0.4755244755244755,0.020425158040252123,8.34028356966332e-06,0.05645,0.5,0.647887323943662,0.7949153639187718,0.815340521959024,biology
640,real_domain_rank,40.0,40.0,1.0,0.4,0.03373802560059047,0.0012418397935684555,0.0860000000000001,0.45,0.625,0.8054418829275054,0.8391799085280958,education
640,real_domain_rank,60.0,60.0,1.0,0.7,0.01565572726407951,0.0,0.024998145044319107,0.7166666666666667,0.85,0.7185479692131043,0.734203696477184,finance
640,real_domain_rank,48.0,48.0,1.0,0.2708333333333333,0.021891047157060996,0.009570439011895138,0.059486947087180234,0.3125,0.5,0.7941853001459095,0.8160763473029705,health
640,real_domain_rank,35.0,35.0,0.9714285714285714,0.5428571428571428,0.013523607325886103,0.0,0.03936878787878799,0.6176470588235294,0.7647058823529411,0.855530208956323,0.8690538162822092,image
640,real_domain_rank,164.0,164.0,0.9939024390243902,0.3048780487804878,0.030514714280838424,0.007320024198427144,0.08625666160967847,0.3496932515337423,0.5276073619631901,0.8195747257850513,0.8500894400658896,other
640,real_domain_rank,16.0,16.0,1.0,0.3125,0.022994253619886818,0.007494540753712087,0.07438380304199699,0.375,0.625,0.8484087400298407,0.8714029936497275,sensor_signal
640,real_domain_rank,26.0,26.0,0.9615384615384616,0.38461538461538464,0.015974852077530542,0.004481897394694401,0.053441367424395855,0.4,0.6,0.7459405489754809,0.7619154010530115,social
640,real_domain_rank,15.0,15.0,1.0,0.26666666666666666,0.0320838198417461,0.01333784110924685,0.10985517058269084,0.3333333333333333,0.4666666666666667,0.7675474133469972,0.7996312331887431,text
777,baseline_stats,143.0,143.0,0.986013986013986,0.46153846153846156,0.022345252552649218,1.668056713932664e-05,0.06718551827510666,0.49645390070921985,0.6666666666666666,0.7881446726952094,0.8104899252478586,biology
777,baseline_stats,40.0,40.0,1.0,0.375,0.0316899727888539,0.0012418397935684555,0.08927462762483326,0.4,0.6,0.807489935739242,0.839179908528096,education
777,baseline_stats,60.0,60.0,1.0,0.5666666666666667,0.02468754159039591,0.0,0.09302894736842111,0.5833333333333334,0.7166666666666667,0.7095161548867881,0.734203696477184,finance
777,baseline_stats,48.0,48.0,0.9791666666666666,0.3333333333333333,0.024371375304535058,0.009783183500793213,0.07714985382692399,0.3617021276595745,0.5106382978723404,0.7890853198133925,0.8134566951179273,health
777,baseline_stats,35.0,35.0,0.9714285714285714,0.45714285714285713,0.033231572282811005,0.0,0.07301528920825173,0.5294117647058824,0.6764705882352942,0.835822243999398,0.8690538162822091,image
777,baseline_stats,164.0,164.0,1.0,0.3780487804878049,0.029490935659259206,0.004296198909486626,0.08726341463414641,0.42073170731707316,0.5975609756097561,0.8214476539154224,0.8509385895746814,other
777,baseline_stats,16.0,16.0,1.0,0.4375,0.015762238754140578,0.00019684885905618676,0.03376982901345793,0.5,0.6875,0.8556407548955869,0.8714029936497275,sensor_signal
777,baseline_stats,26.0,26.0,0.8846153846153846,0.3076923076923077,0.014583952602864388,0.006818181818181834,0.046305237613751306,0.34782608695652173,0.6086956521739131,0.7418555264677166,0.7564394790705811,social
777,baseline_stats,15.0,15.0,1.0,0.3333333333333333,0.028237917615630957,0.003564384333614834,0.10985517058269084,0.4,0.5333333333333333,0.7713933155731122,0.7996312331887431,text
777,real_domain_rank,143.0,143.0,1.0,0.4965034965034965,0.019759271506221508,0.0,0.05639999999999999,0.5244755244755245,0.6853146853146853,0.7921613866628794,0.8119206581691008,biology
777,real_domain_rank,40.0,40.0,1.0,0.35,0.032214126936560596,0.0014109217622154668,0.08927462762483326,0.4,0.575,0.8069657815915354,0.839179908528096,education
777,real_domain_rank,60.0,60.0,1.0,0.6666666666666666,0.014791519767752438,0.0,0.02234014504431908,0.6833333333333333,0.85,0.7194121767094316,0.734203696477184,finance
777,real_domain_rank,48.0,48.0,0.9791666666666666,0.2916666666666667,0.025533366654381943,0.010225988700565014,0.07714985382692399,0.3404255319148936,0.46808510638297873,0.7879233284635455,0.8134566951179273,health
777,real_domain_rank,35.0,35.0,0.9714285714285714,0.5428571428571428,0.01673190070321797,0.0,0.048091131263759614,0.6176470588235294,0.7352941176470589,0.8523219155789912,0.8690538162822091,image
777,real_domain_rank,164.0,164.0,1.0,0.3719512195121951,0.030815890012009975,0.0046566037519985,0.08840813008130077,0.40853658536585363,0.5670731707317073,0.8201226995626716,0.8509385895746814,other
777,real_domain_rank,16.0,16.0,1.0,0.4375,0.018602137326223966,0.0011605415860734825,0.04545784742108255,0.5,0.625,0.8528008563235036,0.8714029936497275,sensor_signal
777,real_domain_rank,26.0,26.0,0.9615384615384616,0.38461538461538464,0.018803544275681844,0.003731343283582045,0.05592091161626385,0.4,0.6,0.7431118567773296,0.7619154010530115,social
777,real_domain_rank,15.0,15.0,1.0,0.3333333333333333,0.02282057427064027,0.003564384333614834,0.07300565561198968,0.3333333333333333,0.5333333333333333,0.7768106589181029,0.7996312331887431,text
808,baseline_stats,143.0,143.0,0.986013986013986,0.45454545454545453,0.021328040713042992,0.0006472491909383926,0.056499999999999995,0.48226950354609927,0.6666666666666666,0.7950500026783146,0.8163780433913576,biology
808,baseline_stats,40.0,40.0,1.0,0.275,0.032856343513171196,0.004380952380952152,0.1049784138858408,0.325,0.625,0.8063235650149247,0.8391799085280958,education
808,baseline_stats,60.0,60.0,1.0,0.4666666666666667,0.036309825042643545,0.00021807630090370234,0.15980832857957805,0.48333333333333334,0.6333333333333333,0.6978938714345405,0.734203696477184,finance
808,baseline_stats,48.0,48.0,1.0,0.3125,0.021994213297994416,0.010542907605561924,0.06331849864681617,0.3333333333333333,0.4791666666666667,0.7940821340049761,0.8160763473029705,health
808,baseline_stats,35.0,35.0,0.9714285714285714,0.4857142857142857,0.020020762084892445,0.0,0.07301528920825173,0.5294117647058824,0.6470588235294118,0.8490330541973166,0.8690538162822092,image
808,baseline_stats,164.0,164.0,1.0,0.34146341463414637,0.0338640837739994,0.004750000000000032,0.0923736143144499,0.3719512195121951,0.5609756097560976,0.8170745058006821,0.8509385895746815,other
808,baseline_stats,16.0,16.0,1.0,0.5,0.02128634450508315,0.0,0.07438380304199699,0.5625,0.6875,0.8501166491446444,0.8714029936497275,sensor_signal
808,baseline_stats,26.0,26.0,0.9615384615384616,0.34615384615384615,0.014550271766922258,0.004481897394694401,0.053441367424395855,0.36,0.64,0.747365129286089,0.7619154010530115,social
808,baseline_stats,15.0,15.0,1.0,0.3333333333333333,0.02803472492701624,0.0009259259259256636,0.10985517058269084,0.4,0.6,0.7715965082617271,0.7996312331887432,text
808,real_domain_rank,143.0,143.0,0.9790209790209791,0.46153846153846156,0.021476641616132466,3.0289361708291107e-05,0.05655805081637195,0.4928571428571429,0.6714285714285714,0.7945063510861679,0.8159829927023003,biology
808,real_domain_rank,40.0,40.0,1.0,0.225,0.03843620698440224,0.006642305570876861,0.1049784138858408,0.25,0.55,0.8007437015436937,0.8391799085280958,education
808,real_domain_rank,60.0,60.0,1.0,0.55,0.02502805879839021,0.0,0.09105364741641342,0.5666666666666667,0.7166666666666667,0.7091756376787937,0.734203696477184,finance
808,real_domain_rank,48.0,48.0,1.0,0.25,0.021362695133625122,0.010542907605561924,0.059486947087180234,0.2916666666666667,0.4791666666666667,0.7947136521693453,0.8160763473029705,health
808,real_domain_rank,35.0,35.0,0.9714285714285714,0.45714285714285713,0.017862806640268833,0.0,0.050889901888153,0.5294117647058824,0.7352941176470589,0.8511910096419403,0.8690538162822092,image
808,real_domain_rank,164.0,164.0,1.0,0.36585365853658536,0.03261148113621865,0.004390278517137414,0.08987602952602937,0.3902439024390244,0.573170731707317,0.818327108438463,0.8509385895746815,other
808,real_domain_rank,16.0,16.0,1.0,0.4375,0.02952230103907132,0.002683386439168156,0.12468765227190537,0.5,0.625,0.8418806926106561,0.8714029936497275,sensor_signal
808,real_domain_rank,26.0,26.0,0.9615384615384616,0.4230769230769231,0.013051588909960006,0.0011627906976743319,0.053441367424395855,0.48,0.64,0.7488638121430514,0.7619154010530115,social
808,real_domain_rank,15.0,15.0,1.0,0.4,0.018377162014707536,0.00042283298097256505,0.06435663660617205,0.4666666666666667,0.6666666666666666,0.7812540711740357,0.7996312331887432,text
911,baseline_stats,143.0,143.0,0.993006993006993,0.4755244755244755,0.019847415153154347,8.34028356966332e-06,0.05702245734734751,0.5,0.676056338028169,0.7930793744115034,0.8129267895646578,biology
911,baseline_stats,40.0,40.0,1.0,0.35,0.03578432179116284,0.0020633007381803403,0.0860000000000001,0.4,0.6,0.8033955867369332,0.8391799085280958,education
911,baseline_stats,60.0,60.0,1.0,0.6833333333333333,0.014680711609013767,0.0,0.033828798036860085,0.7,0.7833333333333333,0.7195229848681701,0.7342036964771839,finance
911,baseline_stats,48.0,48.0,0.9791666666666666,0.2708333333333333,0.02090058262259989,0.00897694359756085,0.05895955253450378,0.2978723404255319,0.5106382978723404,0.7925561124953275,0.8134566951179273,health
911,baseline_stats,35.0,35.0,0.9714285714285714,0.4,0.020571915872898364,0.0010055432372503836,0.0784898911353033,0.47058823529411764,0.6764705882352942,0.8484819004093108,0.8690538162822091,image
911,baseline_stats,164.0,164.0,1.0,0.35365853658536583,0.02937789754219184,0.004296198909486626,0.08421913875598097,0.4024390243902439,0.5914634146341463,0.8215606920324898,0.8509385895746814,other
911,baseline_stats,16.0,16.0,0.9375,0.4375,0.014825186412924985,0.0,0.04831589568850027,0.5333333333333333,0.6,0.898953516946168,0.9137787033590928,sensor_signal
911,baseline_stats,26.0,26.0,0.9615384615384616,0.2692307692307692,0.016830203342627265,0.009999999999999898,0.053441367424395855,0.28,0.52,0.7473536476503844,0.7641838509930118,social
911,baseline_stats,15.0,15.0,1.0,0.3333333333333333,0.026938959004577562,0.0009259259259256636,0.10985517058269084,0.4,0.6,0.7726922741841656,0.7996312331887431,text
911,real_domain_rank,143.0,143.0,1.0,0.5034965034965035,0.018920471071973845,0.0,0.058216101632743884,0.5244755244755245,0.6713286713286714,0.7930001870971269,0.8119206581691008,biology
911,real_domain_rank,40.0,40.0,1.0,0.325,0.03556205327872103,0.00436498486034087,0.08927462762483326,0.4,0.6,0.8036178552493748,0.8391799085280958,education
911,real_domain_rank,60.0,60.0,1.0,0.7,0.012872549360715949,0.0,0.024770638118261024,0.7166666666666667,0.85,0.7213311471164678,0.7342036964771839,finance
911,real_domain_rank,48.0,48.0,1.0,0.2708333333333333,0.021759693208160267,0.009570439011895138,0.058920880688556346,0.2916666666666667,0.5,0.7943166540948102,0.8160763473029705,health
911,real_domain_rank,35.0,35.0,0.9714285714285714,0.5142857142857142,0.017427944245189925,0.0,0.048091131263759614,0.5882352941176471,0.7058823529411765,0.8516258720370192,0.8690538162822091,image
911,real_domain_rank,164.0,164.0,1.0,0.32926829268292684,0.029641582656197242,0.005392047841450975,0.08421913875598097,0.36585365853658536,0.5609756097560976,0.8212970069184845,0.8509385895746814,other
911,real_domain_rank,16.0,16.0,1.0,0.4375,0.024414154550645,0.004325955734406417,0.0854243036837376,0.5,0.5625,0.8469888390990825,0.8714029936497275,sensor_signal
911,real_domain_rank,26.0,26.0,0.9615384615384616,0.3076923076923077,0.019946600661243086,0.009049648854132508,0.058399999999999966,0.32,0.56,0.7419688003917684,0.7619154010530115,social
